"miR_name","Other_B_Myoblast_Healthy_M180","Other_B_Myoblast_Healthy_M194","Other_B_Myoblast_Healthy_V1024","Other_B_Myoblast_DMD_M197","Other_B_Myoblast_DMD_M202","Other_B_Myoblast_DMD_M418","Other_B_Myotube_Healthy_M180","Other_B_Myotube_Healthy_M194","Other_B_Myotube_Healthy_V1024","Other_B_Myotube_DMD_M197","Other_B_Myotube_DMD_M202","Other_B_Myotube_DMD_M418","G1B_D0_Healthy_M180","G1B_D0_Healthy_M194","G1B_D0_Healthy_M398","G1B_D0_DMD_M197","G1B_D0_DMD_M202","G1B_D0_DMD_M418","G1B_D03_Healthy_M180","G1B_D03_Healthy_M194","G1B_D03_Healthy_M398","G1B_D03_DMD_M197","G1B_D03_DMD_M202","G1B_D03_DMD_M418","G1B_D10_Healthy_M180","G1B_D10_Healthy_M194","G1B_D10_Healthy_M398","G1B_D10_DMD_M197","G1B_D10_DMD_M202","G1B_D10_DMD_M418","G1B_D17_Healthy_M180","G1B_D17_Healthy_M194","G1B_D17_Healthy_M398","G1B_D17_DMD_M197","G1B_D17_DMD_M202","G1B_D17_DMD_M418","G1B_D25_Healthy_M180","G1B_D25_Healthy_M194","G1B_D25_Healthy_M398","G1B_D25_DMD_M197","G1B_D25_DMD_M202","G1B_D25_DMD_M418"
"2459","MIR484",3131.56,1414.15,1841.76,1604.04,1329.04,1616.23,1639.02,1326.5,1382.8,1682,1414.28,972.54,1098.94,1101.68,974.84,1080.94,913.95,918.83,663.26,847.14,549.39,676.02,862.81,612.79,730.35,574.95,563.23,434.77,747.68,618.98,906.51,1050.67,1201.78,903.33,1500.71,623.41,941.53,1325.89,924.07,1084.55,1289.47,971.85
"2460","MIR3670-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2463","hsa-mir-3670-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2464","MIR3179-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2465","AC092287.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
"2466","AC134300.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2467","MIR3680-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2468","AC008938.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2469","MIR548W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2470","AC009035.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2471","AC016597.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2472","MIR4721",0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2473","MIR4517",1.35,0,0.87,0,2.23,0,0,0,0,0,0,0,0,3.08,4.11,3.8,0,7.22,5.77,1.68,1.33,1.51,2.96,2.19,0.41,0,3.62,0,5.02,1.98,0,0.81,1.18,1.53,0.56,2.06,0,1.1,0,0,0.47,0
"2474","MIR3680-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2475","MIR4518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2476","MIR4519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
"2477","MIR762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2478","AC135050.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2479","AC136932.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2480","AC136932.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2481","AC023824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2482","AC007353.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2483","AC116553.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2484","AC023818.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2485","AC007611.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2486","AC007339.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2487","AC027348.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2488","hsa-mir-3181",1.35,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.28,0,0.27,0,0,0,0,0.3
"2489","AC007333.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2490","AC079412.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2491","MIR3935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,1.68,5.3,2.27,1.77,4.38,0.82,6.3,4.53,12.23,3.01,1.32,0,0.54,0.79,0.44,0.28,0.41,0,0,0,0,0,0
"2492","MIR138-2",1266.67,358.35,696.86,1176.22,624.38,484.87,500.54,220.7,189.94,610.05,374.48,96.76,73.66,33.91,84.32,47.45,22.05,24.05,68.56,136.15,153.09,141.4,75.1,49.24,17.28,33.42,8.16,33.97,13.05,9.9,63.88,72.7,35.15,53.84,29.65,25.94,60.36,51.5,29.35,42.69,12.34,40.24
"2493","AC012181.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2494","AC010543.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2495","AC040163.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2496","AC009081.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2497","AC009080.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2498","AC010546.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2499","MIR328",9.45,1.2,7.83,9.25,17.84,161.62,3.68,9.1,10.09,10.89,9.09,27.29,3.98,1.03,0,2.85,0,2.41,7.22,1.68,1.33,0.76,2.96,2.19,3.29,3.87,2.27,0,10.04,5.28,5.57,12.39,7.9,10.9,5.93,5.76,17.63,18.63,33.86,20.55,19.93,8.54
"2500","AC040162.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2501","AC130462.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2502","MIR1538",0,0,0.87,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61
"2503","MIR140",804.83,646.95,408.89,788.68,885.28,1131.36,673.52,761.09,580.46,1198.32,2708.58,2518.19,1188.53,1133.54,857.61,1143.58,974.08,1409.51,1038.55,984.97,599.09,785.66,881.73,1066.91,630.78,490.67,414.61,618.2,756.71,669.79,460.95,532.61,513.41,557.6,636.43,633.29,419.08,586.24,641.13,574.42,569.04,635.6
"2504","MIR1972-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2505","AC027281.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2506","AC106736.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2507","AC092289.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2508","AC004943.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2509","AC132068.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,4.01,0,0.33,0.27,0,0,0.56,0,0,0,0,0,0,0
"2510","AC009132.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2511","AC010528.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2512","MIR4719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0
"2513","AC025284.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2514","AC092724.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2515","AC009159.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2516","AC092332.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2517","MIR4720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2518","AC138304.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2519","AC024590.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2520","AC099506.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2521","AC009142.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2522","MIR3182",0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2523","AC025280.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2524","MIR5093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525","AC092377.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2526","MIR1910",0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.95,0,2.41,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0
"2527","MIR5189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0
"2528","MIR4722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0
"2529","AC108004.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2530","AC015884.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2531","MIR3183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2532","AC130689.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2533","MIR132",62.12,84.18,65.25,53.89,91.43,808.12,111.64,78.5,150.72,37.04,99.98,111.64,9.95,23.64,8.23,16.13,26.06,7.22,126.3,60.51,51.03,81.67,78.65,190.4,83.53,54.73,83.83,108.69,121.44,108.88,43.25,55.74,52.53,59.07,47.72,57.24,156.79,316.68,115.88,135.96,487.88,158.21
"2534","MIR212",14.85,6.01,7.83,0.54,4.46,0,9.81,7.96,13.45,0,3.64,2.48,1.99,19.53,0,3.8,6.01,2.41,5.05,4.2,7.29,7.56,4.73,13.13,10.7,13.08,6.8,4.08,14.05,11.22,10.81,11.31,7.11,6.98,27.39,8.65,37.13,61.36,18.81,18.44,95.39,36.89
"2535","MIR1253",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.06,0.95,2,0,0.72,0.84,1.33,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2536","MIR4520A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2537","MIR324",577.97,402.84,358.43,265.07,399.16,646.49,624.45,460.75,342.9,520.72,479.91,449.06,322.51,542.62,353.74,483.05,643.38,428.14,168.16,215.99,243.88,184.51,218.81,200.25,885.47,601.59,709.59,773.08,1224.39,855.22,779.4,1059.02,949.02,1086.87,924.14,796.35,1303.18,1202.06,936.86,1407.59,1278.08,1368.76
"2538","MIR4314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2539","AC129492.1",137.74,91.39,55.68,282.49,200.69,0,45.39,38.68,35.3,106.76,45.45,74.43,260.8,402.85,178.93,255.29,296.63,363.2,266.31,210.95,159.71,185.26,366.06,326.09,70.77,94.45,73.41,43.48,99.36,73.91,81.25,99.9,65.95,66.7,57.88,68.35,56.89,210.39,163.29,129.11,85.43,126.51
"2540","AC000003.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2541","AC005284.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2542","AC005725.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2543","AC005701.1",0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2544","MIR744",854.8,678.21,427.16,562.8,771.56,2101.1,304.25,457.34,179.29,581.73,632.61,501.16,1672.3,1222.95,1122.92,1005.97,1130.42,1344.57,645.22,727.8,680.61,726.68,463.63,819.6,809.35,641.31,700.07,861.4,771.77,742.38,458.66,535.03,391.38,772.32,563.01,474.76,381.95,435.02,246.82,757.29,615.55,754.19
"2545","MIR1269B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2546","AC005375.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2547","MIR548H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2548","MIR4731",1.35,0,0,1.09,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.66,0.76,0.59,1.09,0.41,0,1.36,0,1,0,0.33,0,0,0,0,0,0.27,0,0,0,0,0
"2549","MIR1288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.66,0,0.59,0,0,0,0,0,0,0,0.33,0,1.18,0.22,0,0.41,0,0,0.75,0,0.47,0
"2550","AC055811.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2551","MIR33B",24.31,21.65,103.53,19.05,51.29,161.62,45.39,39.82,65.55,113.3,70.9,114.12,141.35,119.21,98.72,78.77,170.36,190.02,36.81,42.02,36.45,43.86,54.41,35.02,26.75,81.86,48.03,72.01,61.22,44.21,29.81,35.54,40.68,16.13,38.4,19.35,20.83,30.68,18.06,31.09,28.95,10.06
"2552","MIR1180",70.22,39.68,36.54,36.47,57.98,323.25,24.54,17.06,50.99,4.36,18.18,57.06,696.79,326.8,419.55,360.63,252.54,620.57,129.19,130.26,111.34,107.38,68.6,184.93,250.99,217,240.15,328.8,303.09,285.73,99.92,279.23,120.85,210.79,179.01,129.29,198.19,321.06,187.37,278.25,239.67,269.79
"2553","AC138710.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2554","AC138761.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2555","MIR4522",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0.75,0,0,0
"2556","AC061975.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2557","MIR4723",2.7,2.41,0,0.54,2.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0.66,0.76,0,1.09,0,0,0.91,0,0,0,0.33,0,0,0.65,0.28,0,0,0,0,0,0.47,0.3
"2558","MIR4523",1.35,1.2,0,0.54,2.23,0,0,2.28,0,0,0,0,5.97,4.11,6.17,1.9,10.02,2.41,0,0,0,0.76,2.37,0,2.88,0.48,1.81,0,2.01,1.98,1.64,2.15,1.58,1.09,4.52,1.65,0.8,2.19,0.75,1.05,4.27,0.91
"2559","AC104996.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2560","MIR423",1727.15,786.44,1955.72,1448.91,1010.16,969.74,660.02,806.59,1113.86,710.27,850.75,1027.12,3470.02,2559.97,2229.38,2269.12,2489.32,3013.85,2240.21,1629.57,1647.5,1733.9,2032.54,3367.05,1817.85,1595.51,1517.5,1536.66,2450.79,1843.08,1500.48,2134.74,1454.14,2399.36,1988.34,1009.23,1544.64,2040.33,1909.08,2292.41,1696.67,1882.12
"2561","MIR4733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,1.9,0,2.41,0.72,0,1.99,1.51,0,0,0,0,0.91,0,0,0.66,0,0.54,0,0.44,0.28,0,0,4.38,1.5,0,0.95,0.3
"2562","MIR4724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
"2563","MIR193A",329.5,185.19,355.82,364.68,191.77,161.62,190.16,278.72,282.39,616.59,365.39,488.75,131.39,84.27,53.47,76.87,70.15,163.56,75.78,40.34,43.08,32.52,86.34,157.57,47.32,54.73,39.42,35.33,66.24,89.09,48.16,91.01,41.86,49.48,69.18,98,35.26,139.16,99.33,33.73,74.04,71.64
"2564","MIR4725",0,0,0,0.54,0,0,0,0,0,4.36,0,0,0,1.03,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0
"2565","MIR365B",6.75,7.22,2.61,13.06,2.23,0,0,11.38,5.6,2.18,1.82,7.44,1.99,3.08,4.11,1.9,2,0,1.44,1.68,0.66,0.76,1.77,3.28,0.82,0.97,0,1.36,2.01,0,0.33,2.15,0.39,0.65,0.56,1.65,0.53,2.19,0,0,1.9,0.91
"2566","AC116407.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2567","MIR632",0,0,1.74,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0.33,0.27,0,0,0.28,0,0,0,0,0,0,0
"2568","AC024610.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2569","AC005549.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2570","AC005549.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2571","MIR2909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2572","MIR4734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2573","MIR4726",0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.44,1.13,0,0.27,0,0,0,0,0.3
"2574","MIR4727",0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.3
"2575","AC091178.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2576","AC005288.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2577","MIR4728",0,0,0.87,1.09,0,0,0,0,1.12,0,1.82,0,7.96,9.25,0,7.59,2,2.41,0.72,0,0,0,0,0,0.82,0.48,0.45,0,0,0,1.31,0.54,0,0,0.28,0,3.21,2.19,3.01,1.58,2.37,0
"2578","AC068669.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2579","AC073508.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2580","AC107993.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2581","MIR548AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,1.77,1.09,0,0,0.91,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0.95,0
"2582","MIR5010",2.7,1.2,0,3.27,0,0,0,1.14,3.92,0,0,2.48,3.98,1.03,0,0,2,0,1.44,0,0,0,0,1.09,1.65,0.48,0.91,6.79,2.01,1.98,1.64,3.77,0.79,1.09,0.56,1.24,2.14,0,0.75,1.05,0.47,1.22
