"miR_name","D03vsD0_Ratio_mean","D03vsD0_Ratio_SEM","D03vsD0_log2FoldChange","D03vsD0_log2FoldChange_SEM","D03vsD0_pvalue","D03vsD0_adjusted_pvalue","D10vsD03_Ratio_mean","D10vsD03_Ratio_SEM","D10vsD03_log2FoldChange","D10vsD03_log2FoldChange_SEM","D10vsD03_pvalue","D10vsD03_adjusted_pvalue","D17vsD10_Ratio_mean","D17vsD10_Ratio_SEM","D17vsD10_log2FoldChange","D17vsD10_log2FoldChange_SEM","D17vsD10_pvalue","D17vsD10_adjusted_pvalue","D25vsD17_Ratio_mean","D25vsD17_Ratio_SEM","D25vsD17_log2FoldChange","D25vsD17_log2FoldChange_SEM","D25vsD17_pvalue","D25vsD17_adjusted_pvalue","myoTvsMyoB_Ratio_mean","myoTvsMyoB_Ratio_SEM","myoTvsMyoB_log2FoldChange","myoTvsMyoB_log2FoldChange_SEM","myoTvsMyoB_pvalue","myoTvsMyoB_adjusted_pvalue","MyoBvsD17_Ratio_mean","MyoBvsD17_Ratio_SEM","MyoBvsD17_log2FoldChange","MyoBvsD17_log2FoldChange_SEM","MyoBvsD17_pvalue","MyoBvsD17_adjusted_pvalue","MyoTvsD25_Ratio_mean","MyoTvsD25_Ratio_SEM","MyoTvsD25_log2FoldChange","MyoTvsD25_log2FoldChange_SEM","MyoTvsD25_pvalue","MyoTvsD25_adjusted_pvalue","D0_Ratio_mean","D0_Ratio_SEM","D0_log2FoldChange","D0_log2FoldChange_SEM","D0_pvalue","D0_adjusted_pvalue","D03_Ratio_mean","D03_Ratio_SEM","D03_log2FoldChange","D03_log2FoldChange_SEM","D03_pvalue","D03_adjusted_pvalue","D10_Ratio_mean","D10_Ratio_SEM","D10_log2FoldChange","D10_log2FoldChange_SEM","D10_pvalue","D10_adjusted_pvalue","D17_Ratio_mean","D17_Ratio_SEM","D17_log2FoldChange","D17_log2FoldChange_SEM","D17_pvalue","D17_adjusted_pvalue","D25_Ratio_mean","D25_Ratio_SEM","D25_log2FoldChange","D25_log2FoldChange_SEM","D25_pvalue","D25_adjusted_pvalue","MyoB_Ratio_mean","MyoB_Ratio_SEM","MyoB_log2FoldChange","MyoB_log2FoldChange_SEM","MyoB_pvalue","MyoB_adjusted_pvalue","MyoT_Ratio_mean","MyoT_Ratio_SEM","MyoT_log2FoldChange","MyoT_log2FoldChange_SEM","MyoT_pvalue","MyoT_adjusted_pvalue"
"2531","MIR4664",0.58,0.06,0.1,0.7,1,1,0.26,0.08,1.6,0.6,0.053,0.287,0.72,0.35,0.6,0.9,0.826,1,0.89,0.58,0.4,1.4,1,1,0.28,0.32,1.9,2.7,0.574,NA,0.53,0.38,0.2,1.3,1,NA,1.04,2.08,2.1,2.4,0.482,NA,1.46,0.24,0.5,0.5,0.847,1,1.12,0.1,0.3,0.6,1,1,0.66,0.42,-0.9,1.1,0.68,1,0.58,0.24,-0.8,0.9,0.632,1,0.21,0.15,-2.2,1.9,0.336,1,1.81,1.48,1.6,3.4,0.719,1,1.97,2.79,1.4,3.7,0.793,1
"2532","MIR4665",NA,NA,-1.3,5.8,0.873,NA,0.57,0.81,0.4,3.6,1,NA,0.8,1.14,0.6,3.7,0.955,NA,1.61,2.27,-1.1,3.8,0.849,NA,NA,NA,-0.7,4.1,0.934,NA,0,NA,-1.8,3.8,0.713,NA,0.17,-0.77,-0.8,3.8,0.921,NA,NA,NA,1.9,4.3,0.732,1,0,NA,-0.8,4.1,0.93,1,0,NA,0,4.1,1,1,1.97,2.79,1,3.3,0.86,1,0.57,0.8,-1,4,0.891,1,NA,NA,NA,NA,NA,NA,0,NA,0.5,3.8,0.982,1
"2533","MIR4666A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2534","MIR4666B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535","MIR4667",NA,NA,-3.5,5.7,0.588,NA,0.11,0.16,2.5,3.4,0.535,NA,2.12,2.41,-0.7,2.3,0.894,NA,5.14,2.89,-2.2,1.3,0.162,NA,NA,NA,-0.9,4.1,0.909,NA,0,NA,-0.6,3.7,0.967,NA,0.82,1.7,1.7,1.7,0.458,NA,NA,NA,NA,NA,NA,NA,0.3,0.43,-1.9,3.2,0.633,1,0,NA,0,4.1,1,1,2.4,1.81,1.1,1.7,0.673,1,1.03,0.26,-0.1,1.1,1,1,NA,NA,NA,NA,NA,NA,0,NA,0.4,3.8,0.997,1
"2536","MIR4668",0,NA,-0.4,5.8,1,NA,NA,NA,-2.4,2.1,0.329,NA,2.82,1.24,-1.3,1.2,0.432,NA,0.05,0.06,3.1,1.6,0.091,NA,0.22,0.21,-0.1,1.8,1,1,7.5,7.13,-2.6,1.6,0.166,0.372,2.45,-4.44,-4.4,1.6,0.011,0.036,0.92,1.3,0.7,4.3,0.938,1,NA,NA,NA,NA,NA,NA,1.55,1.59,0.3,1.9,1,1,0.52,0.32,-1,1.1,0.57,1,16.11,17.76,2.7,1.9,0.22,1,0.04,0.06,-2,2.5,0.52,1,1.59,1.01,0.7,1.3,0.806,1
"2537","MIR4669",NA,NA,NA,NA,NA,NA,NA,NA,-0.6,4.1,0.967,NA,0.8,1.14,0.6,3.7,0.955,NA,2.27,3.21,-1.1,3.6,0.844,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.8,3.8,0.713,NA,0.12,0.06,0.1,3.8,1,NA,NA,NA,1.6,4.3,0.773,1,NA,NA,1.2,4.1,0.848,1,8.22,9.29,2.6,2.4,0.349,1,2.09,2.36,0.9,2.4,0.853,1,0.4,0.57,-0.9,3.8,0.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538","MIR4670",0,NA,-0.4,5.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,4.1,0.934,NA,NA,NA,NA,NA,NA,NA,0.11,-2.01,-2,3.8,0.673,NA,0,NA,-0.9,4.3,0.912,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5,3.8,0.982,1
"2539","MIR4671",NA,NA,-1.3,5.8,0.873,NA,0,NA,1.4,4.1,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.9,4.3,0.728,1,0.7,0.99,0.2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2540","MIR4672",NA,NA,-2.2,5.7,0.747,NA,0,NA,2.3,3.4,0.575,NA,NA,NA,-1.1,3.9,0.85,NA,0,NA,0.9,4,0.893,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.1,3.8,0.862,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.7,3.9,0.74,1,NA,NA,NA,NA,NA,NA,0,NA,-1.9,3.5,0.664,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541","MIR4673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,4.1,0.925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542","MIR4674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,4.1,0.894,NA,0,NA,0.8,4.1,0.916,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.1,3.8,0.857,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.7,4.1,0.741,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543","MIR4675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544","MIR4676",0.54,0.2,-0.4,1.7,1,NA,0.28,0.29,1.5,1.6,0.507,1,1.62,1.83,-0.5,2.3,0.965,NA,1.65,1.69,-0.7,1.9,0.859,NA,NA,NA,-0.9,4.1,0.909,NA,0,NA,0.8,3.7,0.908,NA,0.74,1.43,1.4,2.5,0.679,NA,0.3,0.3,-2.1,1.9,0.384,1,1.04,0.59,0.1,1.5,1,1,2.71,3.07,1.3,2.2,0.677,1,0.91,0.51,-0.2,1.3,1,1,0.68,0.63,-0.7,1.7,0.869,1,NA,NA,3.3,3.4,0.396,1,0,NA,0.4,3.8,0.997,1
"2545","MIR4677",5.53,3.49,-3.3,1.9,0.123,NA,0.52,0.18,0.6,0.8,0.777,1,0.84,0.29,0.4,0.7,0.979,1,0.37,0.29,1.8,1.2,0.217,0.764,0.94,0.74,-0.1,1.6,1,1,0.74,0.39,0,1.1,1,1,1.72,-1.76,-1.8,1.8,0.451,0.747,1.61,1.24,1,2.1,0.789,1,0.48,0.23,-0.9,1,0.622,1,1.01,0.3,-0.1,0.8,1,1,0.8,0.36,-0.3,0.9,1,1,0.67,0.55,-0.5,1.7,0.963,1,1.22,0.9,1.5,2.6,0.66,1,0.36,0.43,-1.1,2.4,0.774,1
"2546","MIR4679-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547","MIR4680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,4,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.06,0.1,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.9,4,0.712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548","MIR4681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549","MIR4682",NA,NA,-1.3,5.8,0.873,NA,1.35,1.91,-0.6,3.5,0.952,NA,0,NA,2.6,4,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1.16,0.2,4.1,1,1,0,NA,-1,4,0.89,1,NA,NA,3.1,2,0.189,1,NA,NA,0.3,4.1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550","MIR4683",0.64,0.91,1.1,5.6,0.897,NA,0,NA,1.4,4.1,0.815,NA,NA,NA,-0.9,4.1,0.894,NA,0,NA,0.8,4.1,0.916,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.1,3.8,0.857,NA,0,NA,NA,NA,NA,NA,3.26,3.85,0.4,2.9,1,1,3.83,4.49,1.8,2.5,0.579,1,NA,NA,2.5,4.1,0.596,1,2.65,3,1.4,2.1,0.633,1,NA,NA,1.4,4,0.796,1,NA,NA,2.2,3.5,0.593,1,NA,NA,2.1,3.8,0.648,1
"2551","MIR4684",0,NA,-0.4,5.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,-1,4.3,0.894,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2552","MIR4685",0.7,0.99,1.1,5.6,0.897,NA,2.56,3.05,-1.6,2.3,0.618,NA,0.47,0.4,1.2,1.8,0.65,NA,0,NA,1.5,3.6,0.771,NA,1.24,1.48,0.2,4.1,1,NA,1.16,1.32,-1.3,3,0.752,NA,0.39,-2.65,-2.7,3.4,0.51,NA,2.34,3.31,0.1,4.2,1,1,1.06,1.49,0.2,3.9,1,1,0.72,0.86,-0.3,2.4,1,1,1.23,1.1,0.3,1.7,1,1,NA,NA,1.2,4,0.834,1,0,NA,1,3.5,0.857,1,0,NA,-0.2,3.8,1,1
"2553","MIR4686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,4,0.794,NA,0,NA,1.4,4,0.813,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.6,3.7,0.963,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-2.2,4,0.647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2554","MIR4687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,4,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.07,-0.1,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.3,0.455,1,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3.2,0.463,1,1,1.41,-1,3.9,0.886,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2555","MIR4688",0,NA,2.1,5.6,0.763,NA,NA,NA,-1.6,4,0.77,NA,1.09,1.31,0,2.4,1,NA,0,NA,1.8,3.6,0.7,NA,0,NA,1.1,4.1,0.856,NA,0.62,0.74,-0.7,3.1,0.911,NA,0,NA,NA,NA,NA,NA,0.92,1.3,-0.3,4.3,1,1,NA,NA,NA,NA,NA,NA,1.4,1.98,0,3.7,1,1,0.26,0.32,-1.7,2.3,0.562,1,NA,NA,1.2,4,0.834,1,0,NA,1.2,3.5,0.827,1,NA,NA,NA,NA,NA,NA
"2556","MIR4689",NA,NA,-1.3,5.8,0.873,NA,0,NA,1.4,4.1,0.815,NA,NA,NA,-2.2,4,0.656,NA,0,NA,2.1,4,0.673,NA,NA,NA,NA,NA,NA,NA,0,NA,0.2,3.7,1,NA,0,NA,NA,NA,NA,NA,NA,NA,1.7,4.3,0.77,1,0,NA,-0.8,4.1,0.93,1,NA,NA,2,4.1,0.7,1,0,NA,-3,4,0.52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557","MIR4690",0.68,0.44,0.3,1.8,1,NA,0.07,0.08,3.2,1.7,0.09,0.412,3.54,4.4,-1.4,2.4,0.676,NA,4.9,5.66,-2.1,2,0.402,1,0.46,0.64,1.1,3.5,0.85,NA,1.4,1.74,-1.1,2.8,0.815,NA,1.18,2.31,2.3,2.4,0.418,NA,0.47,0.34,-1,1.9,0.769,1,0.27,0.29,-1.7,1.9,0.469,1,0,NA,0,4.1,1,1,1.6,1.19,0.7,1.3,0.808,1,0.58,0.55,-0.7,1.5,0.84,1,0,NA,0.8,3.4,0.895,1,0,NA,0.4,3.8,0.997,1
"2558","MIR4691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,4.3,0.884,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559","MIR4692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2560","MIR4693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561","MIR4694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,3.6,0.717,NA,0,NA,1.6,3.6,0.744,NA,0,NA,1.8,4.1,0.734,NA,1.4,1.58,-1.5,2.9,0.696,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-2.5,3.2,0.509,1,NA,NA,NA,NA,NA,NA,0.41,0.59,1,3.4,0.859,1,NA,NA,NA,NA,NA,NA
"2562","MIR4695",NA,NA,-3.2,5.7,0.629,NA,0.32,0.39,1.3,2.3,0.707,NA,0.3,0.42,1.5,3.6,0.752,NA,0,NA,0.2,4.1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.8,3.8,0.713,NA,0,NA,NA,NA,NA,NA,NA,NA,1,4.3,0.884,1,0.21,0.25,-1.6,2.6,0.636,1,0,NA,-0.9,4,0.902,1,0,NA,-1.1,4.1,0.856,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2563","MIR4696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564","MIR4697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2565","MIR4698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2566","MIR4699",0,NA,2.1,5.6,0.763,NA,NA,NA,-0.6,4.1,0.967,NA,0,NA,1.6,4.1,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,-1,4.3,0.898,1,NA,NA,NA,NA,NA,NA,1.61,2.28,1,4,0.881,1,NA,NA,0.8,4.1,0.925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567","MIR4700",NA,NA,NA,NA,NA,NA,NA,NA,-0.6,4.1,0.967,NA,0,NA,1.6,4.1,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.2,4.3,0.667,1,NA,NA,2.5,4,0.595,1,0,NA,0,4.1,1,1,NA,NA,0.8,4.1,0.925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568","MIR4701",NA,NA,-1.3,5.8,0.873,NA,0,NA,1.4,4.1,0.815,NA,NA,NA,-0.4,4.1,1,NA,0,NA,0.2,4.1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.8,3.8,0.713,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,4.69,1.5,3.4,0.737,1,NA,NA,3.4,4,0.461,1,3.15,3.86,1.5,2.4,0.645,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2569","MIR4703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2570","MIR4704",0,NA,2.1,5.6,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,4,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.07,-0.1,3.8,1,NA,0,NA,-1,4.3,0.898,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,4,0.663,1,3.83,4.48,1.1,2.5,0.782,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2571","MIR4705",NA,NA,-1.3,5.8,0.873,NA,2.15,2.5,-1.2,2.3,0.742,NA,0.19,0.22,2.2,2.3,0.452,NA,0,NA,0.2,4.1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.8,3.8,0.713,NA,0,NA,NA,NA,NA,NA,NA,NA,1,4.3,0.884,1,2.55,2.92,1.1,2.8,0.796,1,0.96,1.11,-0.5,2.4,0.953,1,0.81,1.15,-0.2,3.8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572","MIR4706",NA,NA,-2.1,5.7,0.761,NA,0.65,0.72,0.3,2.3,1,NA,0,NA,2.4,3.6,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,-2.06,-2.1,3.8,0.664,NA,NA,NA,1.4,4.3,0.816,1,1.02,1.14,0.1,2.7,1,1,0,NA,-0.8,4,0.919,1,NA,NA,1.9,4,0.704,1,NA,NA,2.7,4,0.568,1,NA,NA,2.2,3.5,0.593,1,0,NA,0.4,3.8,0.997,1
"2573","MIR4707",0.25,0.28,2.1,3.6,0.639,NA,0.91,0.93,-0.2,1.8,1,1,2.28,1.43,-1,1.2,0.598,1,0,NA,4,1.9,0.061,NA,0.76,0.63,1,2.9,0.825,NA,0.42,0.35,0.4,1.6,1,NA,0.51,-3.06,-3.1,3.2,0.405,NA,1.12,0.87,0.1,1.7,1,1,1.91,2.08,1.1,1.9,0.717,1,2.91,1.01,1.5,1.1,0.298,1,1.07,0.81,0.1,1.1,1,1,NA,NA,2.7,2.4,0.321,1,0.99,1.15,1.2,3.4,0.821,1,0,NA,-0.6,3.8,0.965,1
"2574","MIR4708",23.18,24.72,-3.8,2.2,0.121,NA,0,NA,6.3,1.7,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,-3.04,-3,3.8,0.486,NA,0,NA,-1,4.3,0.898,1,0.41,0.26,-1.2,1.1,0.469,1,NA,NA,NA,NA,NA,NA,NA,NA,0.8,4.1,0.925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.6,3.8,0.951,1
"2575","MIR4709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,3.4,0.483,NA,2.35,1.41,-1.2,1.4,0.584,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5,3.7,0.974,NA,1.44,0.04,0,1.9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.2,4.1,0.853,1,NA,NA,2,4.1,0.7,1,1.02,0.8,-0.1,1.8,1,1,0.2,0.13,-2.4,1.7,0.232,1,NA,NA,NA,NA,NA,NA,0,NA,-1.4,3.7,0.79,1
